Type de logement,Zonage (Classification),Façade (en pieds),Superficie du lot (pieds²),Type de route,Forme du lot,Topographie du terrain,Services publics disponibles,Configuration du lot,Inclinaison du terrain,Quartier,Proximité (1ère condition),Proximité (2e condition),Type de bâtiment,Style de maison,Qualité globale,État général,Style de toit,Matériau du toit,Revêtement extérieur (1),Revêtement extérieur (2),Type de parement en maçonnerie,Surface de parement (pieds²),Qualité extérieure,État extérieur,Type de fondation,Qualité du sous-sol,État général du sous-sol,Exposition du sous-sol,Type de finition sous-sol (1),Surface non finie sous-sol,Type de chauffage,Qualité du chauffage,Climatisation centrale,Système électrique,Surface finie basse qualité (pieds²),Chambres (hors sous-sol),Cuisines (hors sous-sol),Qualité de la cuisine,Total des pièces (hors sous-sol),Fonctionnalité globale,Nombre de cheminées,Qualité de la cheminée,Type de garage,Finition intérieure du garage,Capacité du garage (voitures),Qualité du garage,Allée pavée,Surface de la piscine (pieds²),Valeur des caractéristiques supplémentaires,Mois de vente,Type de vente,Condition de la vente,Prix de vente,Âge de la maison,Rénovation de la maison,Surface totale (pieds²),Surface totale,Total des salles de bain,Surface totale des porches (pieds²)
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,75.0,9750,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,College Creek,Normale,Normale,Maison individuelle,Deux étages,Bon,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,133,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,12.521981322562505,8,8,3072,3205,3.5,423
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,11400,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northridge,Normale,Normale,Maison individuelle,Un étage,Très excellent,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,705.0,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,1351,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Excellent,8,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,3,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,13.05301544288996,6,5,3915,5266,3.5,454
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel flottant,85.0,10625,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Somerset,Normale,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Panneau de ciment,Panneau de ciment,Aucune,0.0,Bon,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,1026,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,12.429220196836383,3,3,1958,2984,2.5,364
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,89.0,10991,Pavé,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Un étage,Très bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,80.0,Bon,Moyen,PConc,Bon,Moyen,Bonne exposition,Non fini,1571,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Décembre,Maison neuve construite et vendue,Maison incomplète,12.384223015005313,0,0,1571,3142,2.0,136
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,52.0,6292,Pavé,Régulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Bon,Moyen,Exposition moyenne,Fini - Salle de jeux,384,Chauffage à gaz,Moyen,Non,Disjoncteurs,0,2,1,Moyen,4,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Médiocre,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.418625774449598,78,58,1174,1558,1.0,141
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60.0,10998,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Qualité inférieure,156,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Min2,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.669937760751914,68,49,2432,2588,2.0,68
2 ÉTAGES PUD - 1946 ET PLUS RÉCENT,Résidentiel densité moyenne,21.0,1953,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Briardale,Normale,Normale,Maison de ville (intérieur),Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Briques en façade,408.0,Moyen,Moyen,CBlock,Moyen,Médiocre,Aucune exposition,Partiellement fini,174,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.326607934898927,33,33,1296,1470,1.5,72
NIVEAUX MULTIPLES OU PARTIELS,Résidentiel basse densité,73.0,9735,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Niveaux divisés,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Bon,Moyen,Aucune exposition,Non fini,384,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.02874460037869,2,1,1394,1778,2.5,100
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,45.0,8212,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,Un étage,Médiocre,Médiocre,Pignon,Bardeau composite standard,Stuc,Stuc,Aucune,0.0,Moyen,Médiocre,BrkTil,Moyen,Médiocre,Aucune exposition,Fini - Salle de jeux,661,Chauffage à gaz,Moyen,Non,Fusibles,0,2,1,Moyen,5,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,10.97679912709094,96,60,1067,1728,2.0,96
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,12925,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,North Ames,Normale,Normale,Maison individuelle,Un étage,Au-dessus de la moyenne,Bon,Pignon,Bardeau composite standard,Brique apparente,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition moyenne,Partiellement fini,340,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Moyen,7,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,12.377927112974284,38,38,2982,3322,2.5,42
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,60.0,7200,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Vieille Ville,Normale,Normale,Maison individuelle,Deux étages,Bon,Bon,Pente,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Médiocre,Moyen,Aucune exposition,Non fini,596,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,8,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,2,Moyen,Gravier/Terre,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.964007453736912,86,56,1762,2358,2.5,257
1 ÉTAGE 1945 ET PLUS ANCIEN,Résidentiel basse densité,0.0,25339,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sawyer,Normale,Normale,Maison individuelle,Un étage,Moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Bon,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,816,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Attaché à la maison,Non aménagé,2,Moyen,Gravier/Terre,0,0,Août,Acte de garantie - Conventionnel,Vente normale,11.626263078808801,89,0,1416,2232,2.0,112
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60.0,9060,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Edwards,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Bardeaux en bois,Bardeaux en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Exposition moyenne,Fini - Salle de jeux,356,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,2,1,Moyen,6,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Pavement partiel,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.561725152903833,70,59,1462,1818,1.0,0
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,40.0,5436,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Iowa DOT et chemin de fer,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",En dessous de la moyenne,Très bon,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Bon,BrkTil,Moyen,Moyen,Aucune exposition,Partiellement fini,61,Chauffage à gaz,Bon,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Moyen,Gravier/Terre,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.74006900564972,88,3,1889,1950,2.0,96
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,80.0,16692,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Northwest Ames,Adjacente à une voie ferrée nord-sud,Normale,Maison individuelle,Deux étages,Bon,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Briques en façade,184.0,Moyen,Moyen,CBlock,Bon,Moyen,Aucune exposition,Partiellement fini,133,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,5,1,Bon,12,Typ,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,519,2000,Juillet,Acte de garantie - Conventionnel,Vente normale,12.429220196836383,28,28,4043,4176,4.5,552
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60.0,8520,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Proche d'une artère principale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,Pignon,Bardeau composite standard,Stuc,Stuc,Aucune,0.0,Moyen,Bon,BrkTil,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,0,Chauffage à gaz (chaudière),Moyen,Non,Disjoncteurs,0,5,1,Bon,10,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,1,Moyen,Pavé,0,0,Août,Acte de garantie - Espèces,Vente entre membres de la famille,11.820417517632333,91,57,3240,3240,2.0,103
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,42.0,14892,Pavé,Légèrement irrégulier,En pente - Forte inclinaison,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Cul-de-sac,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Un étage,Excellent,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Pierre,160.0,Excellent,Moyen,PConc,Excellent,Moyen,Bonne exposition,Fini - Excellent,426,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Excellent,7,Typ,2,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,12.84132849667433,3,2,3066,3492,3.0,240
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,60.0,6000,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Bon,BrkTil,Moyen,Bon,Aucune exposition,Fini - Moyenne,360,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,2,Moyen,Pavé,0,0,Mars,Acte de garantie - Conventionnel,Vente normale,11.782960235741939,66,57,1593,1953,1.5,0
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,70.0,9100,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,244.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,125,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,6,Typ,0,Pas de cheminée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Septembre,Acte de garantie - Conventionnel,Vente normale,12.367345048436391,6,6,2925,3050,3.0,255
DUPLEX - TOUS STYLES ET ÂGES,Résidentiel basse densité,65.0,8944,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Duplex,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Contreplaqué,Contreplaqué,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Non fini,1584,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,4,2,Moyen,8,Mod,0,Pas de cheminée,Détaché de la maison,Non aménagé,3,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,11.728044909070785,42,42,1584,3168,2.0,152
FOYER DIVISÉ,Résidentiel basse densité,68.0,7838,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,Foyer divisé,Moyenne,Moyenne,Pignon,Bardeau composite standard,Panneau dur,Panneau dur,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition au niveau moyen,Fini - Moyenne,95,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,6,Typ,1,Mauvais - Poêle de type Ben Franklin,Attaché à la maison,Partiellement aménagé,1,Moyen,Pavé,0,0,Décembre,Acte de garantie - Conventionnel,Vente normale,11.719947764402807,39,39,1669,1764,2.0,319
CONVERSION 2 FAMILLES - TOUS STYLES ET ÂGES,Résidentiel densité moyenne,60.0,10800,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Vieille Ville,Normale,Normale,Conversion deux familles,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Médiocre,Moyen,Aucune exposition,Non fini,482,Chauffage à gaz,Excellent,Non,Disjoncteurs,0,3,2,Moyen,7,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Bon,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.001511614739405,103,8,1912,2394,2.0,237
1 ÉTAGE PUD (Lotissement planifié) - 1946 ET PLUS RÉCENT,Résidentiel basse densité,53.0,4045,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Bloomington Heights,Normale,Normale,Maison de ville (bout),Un étage,Bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,45.0,Bon,Moyen,PConc,Bon,Moyen,Exposition au niveau moyen,Fini - Excellent,286,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Aménagé,3,Moyen,Pavé,0,0,Octobre,Maison neuve construite et vendue,Maison incomplète,12.415437707935368,0,0,2570,2856,3.0,181
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,88.0,12665,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Timberland,Normale,Normale,Maison individuelle,Deux étages,Très bon,Moyenne,Pente,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Briques en façade,245.0,Bon,Moyen,PConc,Bon,Bon,Bonne exposition,Non fini,1094,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Bon,9,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Aménagé,3,Moyen,Pavé,0,0,Février,Acte de garantie - Conventionnel,Vente normale,12.546871224308068,2,1,2482,3576,2.5,183
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,0.0,57200,Pavé,Légèrement irrégulier,Bordure - Montée rapide,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente sévère,Timberland,Normale,Normale,Maison individuelle,Un étage,Moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en bois,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Exposition au niveau moyen,Partiellement fini,60,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,7,Min1,2,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Détaché de la maison,Non aménagé,2,Moyen,Gravier/Terre,0,0,Juin,Acte de garantie - Conventionnel,Vente normale,11.982935344196433,62,60,2374,2434,2.0,50
2 ÉTAGES 1945 ET PLUS ANCIEN,Résidentiel densité moyenne,51.0,6120,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Brookside,Normale,Normale,Maison individuelle,Deux étages,Moyenne,Très bon,Pignon,Bardeau composite standard,Revêtement métallique,Revêtement métallique,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Exposition moyenne,Non fini,939,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,4,1,Moyen,8,Typ,0,Pas de cheminée,Détaché de la maison,Non aménagé,1,Médiocre,Gravier/Terre,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.83138646878959,87,3,1513,2452,1.5,174
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,60.0,7200,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,North Ames,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Moyenne,En dessous de la moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en bois,Aucune,0.0,Moyen,Moyen,CBlock,Moyen,Moyen,Aucune exposition,Fini - Salle de jeux,676,Chauffage à gaz,Bon,Oui,Fusibles anciens,0,3,1,Moyen,7,Min1,0,Pas de cheminée,Attaché à la maison,Non aménagé,1,Moyen,Pavé,0,0,Mai,Acte de garantie - Conventionnel,Vente normale,11.835016210489899,59,27,2436,3112,2.5,168
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel basse densité,51.0,6171,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Sud et Ouest de l'Université d'État de l'Iowa,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Au-dessus de la moyenne,Pignon,Bardeau composite standard,Bardeaux en bois,Bardeaux en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Partiellement fini,712,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Bon,7,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Détaché de la maison,Non aménagé,1,Médiocre,Pavé,0,0,Octobre,Acte de garantie - Conventionnel,Vente normale,11.831022768939789,84,19,1872,2584,2.5,163
1 ÉTAGE ET DEMI - AMÉNAGÉ - TOUS ÂGES,Résidentiel densité moyenne,50.0,6000,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot d'angle,Pente douce,Brookside,Normale,Normale,Maison individuelle,"Un étage et demi, aménagé",Au-dessus de la moyenne,Bon,Pignon,Bardeau composite standard,Bardeaux en bois,Bardeaux en bois,Aucune,0.0,Moyen,Moyen,BrkTil,Moyen,Moyen,Aucune exposition,Non fini,862,Chauffage à gaz,Moyen,Oui,Disjoncteurs,0,3,1,Moyen,5,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,"Garage intégré (fait partie de la maison, souvent avec une pièce au-dessus)",Partiellement aménagé,1,Moyen,Pavé,0,0,Juillet,Acte de garantie - Conventionnel,Vente normale,11.695255355062795,79,58,1158,2020,1.0,112
2 ÉTAGES 1946 ET PLUS RÉCENT,Résidentiel basse densité,62.0,7415,Pavé,Légèrement irrégulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,Gilbert,Normale,Normale,Maison individuelle,Deux étages,Au-dessus de la moyenne,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Moyen,Moyen,PConc,Moyen,Moyen,Aucune exposition,Fini - Excellent,80,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,3,1,Moyen,8,Typ,1,Moyen - Préfabriquée ou en maçonnerie au sous-sol,Attaché à la maison,Aménagé,2,Moyen,Pavé,0,0,Avril,Acte de garantie - Conventionnel,Vente normale,12.170450649220749,4,4,2352,2432,3.5,175
1 ÉTAGE 1946 ET PLUS RÉCENT - TOUS STYLES,Résidentiel basse densité,64.0,6762,Pavé,Régulier,Plat/Niveau,"Tous les services publics (Électricité, Gaz, Eau, Égout)",Lot intérieur,Pente douce,College Creek,Normale,Normale,Maison individuelle,Un étage,Bon,Moyenne,Pignon,Bardeau composite standard,Revêtement en vinyle,Revêtement en vinyle,Aucune,0.0,Bon,Moyen,PConc,Bon,Bon,Exposition au niveau moyen,Non fini,1286,Chauffage à gaz,Excellent,Oui,Disjoncteurs,0,2,1,Bon,6,Typ,1,Bon - Cheminée en maçonnerie au rez-de-chaussée,Attaché à la maison,Partiellement aménagé,2,Moyen,Pavé,0,0,Juillet,Maison neuve construite et vendue,Maison incomplète,12.174994689959313,0,0,1294,2580,2.0,223
